url,type,title,title_len,city,meta,meta_len,h1,h1_count,h2_count,h3_count,question_headings,words,images,images_no_alt,internal_links,external_links,canonical,canonical_self,og_image,stock_og,faq,faq_visible,entity_score,entity_grade,entity_missing,schema_nodes,service,local,review,article,breadcrumb,schema,noindex,has_form,has_video,tel_link,score,grade,recommendations,issues
https://goodsuite.com/blog/3-steps-to-environmental-sustainability-in-the-office/,post,3 Steps to Environmental Sustainability in the Office - GoodSuite,65,False,Discover practical 3 steps to environmental sustainability in the office. Transform your workplace with green practices.,120,3 Steps to Environmental Sustainability in the Office,1,2,8,1,689,13,0,104,21,https://goodsuite.com/blog/3-steps-to-environmental-sustainability-in-the-office/,True,,False,False,True,96,A,contact,15,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,61,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/3-ways-legal-firms-benefit-from-managed-it-services/,post,3 Ways Legal Firms Benefit From Managed IT Services - GoodSuite,63,False,Learn about the advantages legal firms gain when they utilize managed IT services to manage their information effectively.,122,3 Ways Legal Firms Benefit From Managed IT Services,1,2,9,0,721,12,0,103,20,https://goodsuite.com/blog/3-ways-legal-firms-benefit-from-managed-it-services/,True,,False,False,False,96,A,contact,15,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,53,D,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,7
https://goodsuite.com/blog/5-best-print-marketing-materials/,post,5 Best Print Marketing Materials - GoodSuite,44,False,Curious about what the best print marketing materials are to use for your business promotion? We have the scoop for you.,120,5 Best Print Marketing Materials,1,3,8,3,977,15,0,101,24,https://goodsuite.com/blog/5-best-print-marketing-materials/,True,https://goodsuite.com/wp-content/uploads/2022/05/AdobeStock_1291330547.jpeg,True,False,True,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,66,C,Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,5
https://goodsuite.com/blog/5-reasons-you-require-data-backup-and-recovery/,post,5 Reasons You Require Data Backup and Recovery,46,False,"Luckily, in these scenarios, a backup can save you from the stress of losing your important data. A backup serves as a copy of your data, either stored in a cloud or a physical hard drive, allowing you to access your data even if it’s been lost locally.",253,5 Reasons You Require Data Backup and Recovery,1,2,8,2,1265,17,0,103,20,https://goodsuite.com/blog/5-reasons-you-require-data-backup-and-recovery/,True,https://goodsuite.com/wp-content/uploads/2022/08/data-backup.jpg,False,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,63,C,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,5
https://goodsuite.com/blog/5-step-checklist-for-evaluating-your-print-security/,post,5-Step Checklist for Evaluating Your Print Security,51,False,"When assessing internet security, many people neglect print security. Although this aspect is frequently forgotten, your printers play an important role in the level of security within your office.",197,5-Step Checklist for Evaluating Your Print Security,1,3,8,2,1186,16,0,102,22,https://goodsuite.com/blog/5-step-checklist-for-evaluating-your-print-security/,True,https://goodsuite.com/wp-content/uploads/2022/08/5-Step-Checklist-for-Evaluating-Your-Print-Security.jpg,False,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,63,C,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,5
https://goodsuite.com/blog/5-tips-for-maintaining-office-copiers/,post,5 Tips for Maintaining Office Copiers - GoodSuite,49,False,"When people think about office copiers or the functions thereof, they usually just think of copying a couple of pages and moving on.",132,5 Tips for Maintaining Office Copiers,1,2,8,1,870,17,0,103,20,https://goodsuite.com/blog/5-tips-for-maintaining-office-copiers/,True,https://goodsuite.com/wp-content/uploads/2020/12/SUB_MV_A_11_header.jpg,False,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,68,C,Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,4
https://goodsuite.com/blog/5-ways-document-management-benefits-the-aerospace-industry/,post,5 Ways Document Management Benefits the Aerospace Industry - GoodSuite,70,False,Discover 5 ways document management benefits the aerospace industry by enhancing access to critical information and improving efficiency.,137,5 Ways Document Management Benefits the Aerospace Industry,1,2,8,2,697,13,0,106,19,https://goodsuite.com/blog/5-ways-document-management-benefits-the-aerospace-industry/,True,,False,False,False,96,A,contact,15,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,61,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/5-ways-managed-print-services-can-help-your-company/,post,5 Ways Managed Print Services Can Help Your Company - GoodSuite,63,False,Discover 5 ways managed print services can help your company cut costs and boost productivity effectively.,106,5 Ways Managed Print Services Can Help Your Company,1,2,8,1,682,13,0,103,18,https://goodsuite.com/blog/5-ways-managed-print-services-can-help-your-company/,True,,False,False,False,90,A,"contact, clean",15,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,61,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization | Remove empty and placeholder values from the markup,6
https://goodsuite.com/blog/6-reasons-why-accounting-firms-should-use-managed-print-services/,post,6 Reasons Accounting Firms Need Managed Print Services,54,False,"Find out why accounting firms benefit from managed print services. Explore 6 key reasons to boost security, cut costs, and improve workflow efficiency.",151,6 Reasons Why Accounting Firms Should Use Managed Print Services,1,2,8,2,1097,18,0,104,20,https://goodsuite.com/blog/6-reasons-why-accounting-firms-should-use-managed-print-services/,True,https://goodsuite.com/wp-content/uploads/2025/04/1100x400-good-suites-11.jpg,False,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,68,C,Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,4
https://goodsuite.com/blog/8-important-things-to-consider-when-buying-copiers/,post,8 Important Things to Consider When Buying Copiers - GoodSuite,62,False,There are a lot of important factors that you must weigh when considering such a large purchase. Buying copiers requires being informed.,136,8 Important Things to Consider When Buying Copiers,1,2,8,0,1046,15,0,102,19,https://goodsuite.com/blog/8-important-things-to-consider-when-buying-copiers/,True,https://goodsuite.com/wp-content/uploads/2021/10/AdobeStock_298833710.jpeg,True,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,53,D,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,7
https://goodsuite.com/blog/9-reasons-why-voip-phone-systems-are-flawless-for-business/,post,9 Reasons Why VoIP Phone Systems are Flawless for Business - GoodSuite,70,False,VoIP phone systems are often needed for businesses of all sizes and scopes. Here are some things to consider when choosing one.,127,9 Reasons Why VoIP Phone Systems are Flawless for Business,1,3,8,3,860,17,0,104,21,https://goodsuite.com/blog/9-reasons-why-voip-phone-systems-are-flawless-for-business/,True,https://goodsuite.com/wp-content/uploads/2022/04/AdobeStock_471833671.jpeg,True,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,61,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/a-basic-guide-to-managed-print-services/,post,A Basic Guide to Managed Print Services,39,False,"When it comes to IT solutions in your office space, one of the most prevalent features that people often fail to invest in is managed print services. Although it is sometimes forgotten, managed print services providers offer an unmatched service that can effectively increase your business’s productivity and boost your business financially by cutting costs.",358,A Basic Guide to Managed Print Services,1,2,8,1,1246,17,0,104,23,https://goodsuite.com/blog/a-basic-guide-to-managed-print-services/,True,https://goodsuite.com/wp-content/uploads/2022/09/Basic-Guide-to-Managed-Print-Services.jpg,False,False,True,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,63,C,Add the city or service area to the title | Write a meta description of 70 to 160 characters | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,5
https://goodsuite.com/blog/a-day-in-the-chqs-life-our-admin-team/,post,A Day in the CHQS Life: Our Admin Team - GoodSuite,50,False,Discover how our admin team works tirelessly behind the scenes to ensure customer satisfaction and efficient operations.,120,A Day in the CHQS Life: Our Admin Team,1,2,12,1,721,14,0,104,18,https://goodsuite.com/blog/a-day-in-the-chqs-life-our-admin-team/,True,,False,False,False,96,A,contact,15,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,66,C,Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,5
https://goodsuite.com/blog/a-day-in-the-chqs-life-our-sales-team/,post,A Day in the CHQS life: Our Sales Team - GoodSuite,50,False,Join us for a day in the CHQS life and see how our dedicated sales team meets the needs of clients with enthusiasm.,115,A Day in the CHQS life: Our Sales Team,1,2,13,0,686,13,0,103,19,https://goodsuite.com/blog/a-day-in-the-chqs-life-our-sales-team/,True,,False,False,False,96,A,contact,15,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,58,C,Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/advantages-of-document-scanning/,post,Advantages of Document Scanning - GoodSuite,43,False,"What is the best way to convert physical files to digital? Through document scanning, of course! Here's a look at how to get started.",133,Advantages of Document Scanning,1,3,8,1,860,17,0,104,20,https://goodsuite.com/blog/advantages-of-document-scanning/,True,https://goodsuite.com/wp-content/uploads/2020/09/business-secretary-scanning-documents-X973WGN-scaled-1-e1727910731937.jpg,False,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,68,C,Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,4
https://goodsuite.com/blog/ai-working-behind-the-scenes-office/,post,How AI Is Already Working Behind the Scenes in Your Office - GoodSuite,70,False,"Learn how AI works behind the scenes in your office, monitoring IT, print, security, backups, and VoIP to catch issues early.",125,How AI Is Already Working Behind the Scenes in Your Office,1,2,8,3,1711,19,0,107,20,https://goodsuite.com/blog/ai-working-behind-the-scenes-office/,True,https://goodsuite.com/wp-content/uploads/2026/03/AdobeStock_1127779892.jpeg,True,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,61,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/alerts-dont-equal-protection-cybersecurity/,post,Why Alerts Don’t Equal Protection in Cybersecurity - GoodSuite,62,False,Security alerts don’t stop cyber threats. Learn why detection without response leaves your business exposed.,108,Why Alerts Don’t Equal Protection in Cybersecurity,1,2,8,3,1492,19,0,106,20,https://goodsuite.com/blog/alerts-dont-equal-protection-cybersecurity/,True,https://goodsuite.com/wp-content/uploads/2026/03/AdobeStock_1907571565.jpeg,True,False,True,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,61,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/announcing-the-chqs-shopsmall-raffle/,post,Announcing the CHQS #ShopSmall Raffle - GoodSuite,49,False,Join us for the CHQS#ShopSmall Raffle and support local businesses this Small Business Saturday. Participate all November.,122,Announcing the CHQS #ShopSmall Raffle,1,2,8,1,624,14,0,105,20,https://goodsuite.com/blog/announcing-the-chqs-shopsmall-raffle/,True,,False,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,66,C,Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,5
https://goodsuite.com/blog/antivirus-software-small-business-security/,post,Is Antivirus Software Good Enough for Small Businesses? - GoodSuite,67,False,Is antivirus enough for small businesses? Learn where it falls short and what real protection looks like against modern cyber threats.,134,Is Antivirus Software Good Enough for Small Businesses?,1,2,8,4,1094,17,0,107,20,https://goodsuite.com/blog/antivirus-software-small-business-security/,True,https://goodsuite.com/wp-content/uploads/2026/03/AdobeStock_1775443547.jpeg,True,False,True,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,61,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Set a branded share image (og:image) | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/backup-disaster-recovery-for-small-businesses-how-to-stay-safe/,post,Backup & Disaster Recovery for Small Businesses: How to Stay Safe - GoodSuite,77,False,Learn how small businesses can protect themselves with backup and disaster recovery strategies. Stay secure and recover quickly if disaster strikes.,148,Backup & Disaster Recovery for Small Businesses: How to Stay Safe,1,2,8,0,1613,19,0,104,20,https://goodsuite.com/blog/backup-disaster-recovery-for-small-businesses-how-to-stay-safe/,True,https://goodsuite.com/wp-content/uploads/2025/04/1100x400-good-suitesf-3.jpg,False,False,True,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,55,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,6
https://goodsuite.com/blog/beginners-guide-to-checking-hp-printer-ink-levels/,post,Beginners’ Guide to Checking HP Printer Ink Levels - GoodSuite,62,False,"When your HP printer ink levels are on the lower side, or running out entirely, it can really affect the overall quality of your print.",135,Beginners’ Guide to Checking HP Printer Ink Levels,1,2,8,0,872,15,0,101,19,https://goodsuite.com/blog/beginners-guide-to-checking-hp-printer-ink-levels/,True,https://goodsuite.com/wp-content/uploads/2020/09/MPS-31_1000.jpg,False,False,False,96,A,contact,16,False,False,False,True,True,"Article, BreadcrumbList, EntryPoint, ImageObject, ListItem, Organization, Person, PropertyValueSpecification, ReadAction, SearchAction, WebPage, WebSite",False,True,False,True,55,C,Rewrite the title to 30 to 60 characters | Add the city or service area to the title | Add a heading that asks the question the page answers | Add a five-question FAQ marked up as FAQPage | Add LocalBusiness schema with the office address | Add Review or AggregateRating schema from real Google reviews | Add contactPoint or a telephone to the Organization,6
